Price,Description,Address,# Bath,# Bed,# Water Room,Note,ULS,Link
449 000, Maison à étages à vendre,1948 - 1950 Carré Mérimée Neufchâtel-Est/Lebourgneuf,1,4,1,Nouveauté sur le marché,25532061,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/1948-1950-carre-merimee-neufchatel-25532061.rmx
144 999, Maison à paliers multiples à vendre,5271 Rue du Javelot La Plaine,1,2,0,Nouveauté sur le marché,20058617,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/5271-rue-du-javelot-la-plaine-20058617.rmx
294 900, Maison à étages à vendre,303 Rue de Canadel Côte Azur,1,3,1,Nouveauté sur le marché,12397349,https://www.remax-quebec.com//fr/maison-a-vendre-outaouais/303-rue-de-canadel-cote-azur-12397349.rmx
149 900, Appartement à vendre,1845 Rue Centrale  app.3 Sainte-Catherine,1,2,0,Nouveauté sur le marché,28886879,https://www.remax-quebec.com//fr/condo-a-vendre/1845-rue-centrale-ste-catherine-28886879.rmx
129 900, Maison de plain-pied à vendre,4 Rue Leblanc Chute-aux-Outardes,2,2,0,Nouveauté sur le marché,17043122,https://www.remax-quebec.com//fr/maison-a-vendre-cote-nord/4-rue-leblanc-chute-aux-outardes-17043122.rmx
319 000, Maison de plain-pied à vendre,508 Rue Salaberry Salaberry-de-Valleyfield,2,3,0,Nouveauté sur le marché,17930802,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/508-rue-salaberry-salaberry-de-valleyfield-17930802.rmx
539 000, Appartement à vendre,120 Rue Ferland  app.4 D Île-des-Soeurs,2,3,0,Nouveauté sur le marché,17760365,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/120-rue-ferland-ile-des-soeurs-17760365.rmx
305 000, Maison à étages à vendre,1475 Route du Port Nicolet,2,3,0,Nouveauté sur le marché,15391923,https://www.remax-quebec.com//fr/maison-a-vendre-centre-du-quebec/1475-route-du-port-nicolet-15391923.rmx
245 000, Maison à étages à vendre,1957 Rue Prospect Jacques-Cartier (Sherbrooke),2,2,1,Nouveauté sur le marché,23197868,https://www.remax-quebec.com//fr/maison-a-vendre-estrie/1957-rue-prospect-jacques-cartier-sherbrooke-23197868.rmx
229 000, Maison à un étage et demi à vendre,1848 Ch. de Deauville Sainte-Adèle,1,3,1,Nouveauté sur le marché,23984608,https://www.remax-quebec.com//fr/maison-a-vendre-laurentides/1848-ch-de-deauville-ste-adele-23984608.rmx
349 000, Maison de plain-pied à vendre,3375 Rue Prince-Charles Saint-Hubert,1,4,1,Nouveauté sur le marché,10159851,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/3375-rue-prince-charles-st-hubert-10159851.rmx
99 000, Maison de plain-pied à vendre,418 6e Rue Daveluyville,1,4,0,Nouveauté sur le marché,9083038,https://www.remax-quebec.com//fr/maison-a-vendre-centre-du-quebec/418-6e-rue-daveluyville-9083038.rmx
179 500, Maison à un étage et demi à vendre,50 Ch. de Joliette Saint-Félix-de-Valois,1,4,0,Nouveauté sur le marché,17491841,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/50-ch-de-joliette-st-felix-de-valois-17491841.rmx
337 000, Appartement à vendre,3458 Rue Dorion Plateau Mont-Royal,1,2,0,Nouveauté sur le marché,12339465,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/3458-rue-dorion-plateau-mont-royal-12339465.rmx
139 900, Appartement à vendre,2234 Rue Séguin  app.15 Longueuil,1,2,0,Nouveauté sur le marché,22105510,https://www.remax-quebec.com//fr/condo-a-vendre/2234-rue-seguin-longueuil-22105510.rmx
129 900, Maison à étages à vendre,1295 Rue de Bretagne Baie-Comeau (Mingan),1,3,1,Nouveauté sur le marché,18797728,https://www.remax-quebec.com//fr/maison-a-vendre-cote-nord/1295-rue-de-bretagne-baie-comeau-mingan-18797728.rmx
1 480 par mois, Appartement à louer,441 Av. du Président-Kennedy  app.907 Ville-Marie (Central),1,0,0,Nouveauté sur le marché,17573432,https://www.remax-quebec.com//fr/condo-a-louer-montreal/441-av-du-president-kennedy-ville-marie-central-17573432.rmx
239 900, Maison de plain-pied à vendre,209 Rue Prévost Sainte-Anne-des-Plaines,1,4,1,Nouveauté sur le marché,28397599,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/209-rue-prevost-ste-anne-des-plaines-28397599.rmx
2 000 par mois, Appartement à louer,350 Boul. De Maisonneuve O.  app.701 Ville-Marie (Central),1,1,0,Nouveauté sur le marché,12461779,https://www.remax-quebec.com//fr/condo-a-louer-montreal/350-boul-de-maisonneuve-o-ville-marie-central-12461779.rmx
249 900, Maison de plain-pied à vendre,128 Rue St-Denis Châteauguay,1,4,0,Nouveauté sur le marché,19833357,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/128-rue-st-denis-chateauguay-19833357.rmx
149 900, Maison à étages à vendre,2020 Rg Double Sainte-Sophie,1,1,0,Nouveauté sur le marché,21369734,https://www.remax-quebec.com//fr/maison-a-vendre-laurentides/2020-rg-double-ste-sophie-21369734.rmx
189 500, Appartement à vendre,66 Rue Arthur-Dion  app.104 La Haute-Saint-Charles (Loretteville),1,2,1,Nouveauté sur le marché,13561939,https://www.remax-quebec.com//fr/condo-a-vendre-region-de-quebec/66-rue-arthur-dion-la-haute-st-charles-loretteville-13561939.rmx
134 500, Maison de plain-pied à vendre,12321 Route Pauzé Entrelacs,1,2,0,Nouveauté sur le marché,23471959,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/12321-route-pauze-entrelacs-23471959.rmx
349 000, Maison à étages à vendre,4678 Ch. Royal Saint-Jean-de-l'Île-d'Orléans,2,3,0,Nouveauté sur le marché,21028273,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/4678-ch-royal-st-jean-de-l-ile-d-orleans-21028273.rmx
489 000, Maison à étages à vendre,11769 38e Avenue Rivière-des-Prairies,2,3,1,Nouveauté sur le marché,26839746,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/11769-38e-avenue-riviere-des-prairies-26839746.rmx
161 756 +TPS/TVQ, Maison de plain-pied à vendre,79 Rue Lachance Princeville,2,3,0,Nouveauté sur le marché,23880155,https://www.remax-quebec.com//fr/maison-a-vendre-centre-du-quebec/79-rue-lachance-princeville-23880155.rmx
469 000, Appartement à vendre,2155 Rue Charles-Daudelin  app.3 Longueuil,1,2,1,Nouveauté sur le marché,24025234,https://www.remax-quebec.com//fr/condo-a-vendre/2155-rue-charles-daudelin-longueuil-24025234.rmx
389 900, Maison à étages à vendre,12391 Av. Pierre-Baillargeon Rivière-des-Prairies,1,3,1,Nouveauté sur le marché,27671904,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/12391-av-pierre-baillargeon-riviere-des-prairies-27671904.rmx
232 500, Maison de plain-pied à vendre,16 Rue des Érables Delson,2,3,0,Nouveauté sur le marché,17227037,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/16-rue-des-erables-delson-17227037.rmx
214 000, Maison à étages à vendre,431 15e Avenue E. Shawinigan (Grand-Mère),2,8,2,Nouveauté sur le marché,28619615,https://www.remax-quebec.com//fr/maison-a-vendre-mauricie/431-15e-avenue-e-shawinigan-grand-mere-28619615.rmx
329 000, Maison de plain-pied à vendre,35 Rue Devault Repentigny,2,4,0,Nouveauté sur le marché,11347485,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/35-rue-devault-repentigny-11347485.rmx
549 900, Maison de plain-pied à vendre,803 Ch. du Bord-de-l'Eau Saint-Sulpice,1,2,0,Nouveauté sur le marché,13967626,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/803-ch-du-bord-de-l-eau-st-sulpice-13967626.rmx
399 000, Maison de plain-pied à vendre,1800 Rue Principale Sainte-Julie,2,5,0,Nouveauté sur le marché,23787730,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/1800-rue-principale-ste-julie-23787730.rmx
439 000, Maison à étages à vendre,1 Place Bastien Pincourt,2,5,0,Nouveauté sur le marché,9357592,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/1-place-bastien-pincourt-9357592.rmx
